target,softmax prob,average overlap,overlap variance
0,[0.9954 0.0046],3.520363664773549e-05,6.146945871973794e-05
0,[0.9774 0.0226],0.0006200342420145549,0.0009947264274728803
0,[0.3932 0.6068],0.4855313434274058,0.150035175988895
0,[9.9941e-01 5.9088e-04],1.4069257957530306e-06,7.85948156632308e-07
0,[0.9494 0.0506],0.03161032671591354,0.022816460549122012
0,[0.8158 0.1842],0.0785707354296726,0.08109582705860316
0,[0.9853 0.0147],3.598880278732687e-05,7.180092946872399e-05
0,[0.9504 0.0496],0.006188267977754538,0.007466113185543172
0,[0.9287 0.0713],0.08903364772293319,0.06406113995962232
0,[9.9973e-01 2.6841e-04],8.774035356071906e-07,2.3145707287076192e-07
0,[0.9796 0.0204],6.625508482455688e-05,0.00010306480297361081
0,[0.98 0.02],0.00018048960097443595,0.00033338542176869355
0,[0.9922 0.0078],0.0003449944240316162,0.0007977359324277402
0,[0.9906 0.0094],0.0001494995094617406,0.00012646958842128483
0,[0.9889 0.0111],4.952900776151678e-06,2.480252424083636e-06
0,[9.9980e-01 1.9876e-04],1.4724262175673253e-05,2.2365019816962856e-05
0,[0.8908 0.1092],0.015659207813027567,0.011932790531266209
0,[0.9975 0.0025],3.915178154818304e-05,7.452801457362746e-05
0,[0.9852 0.0148],6.820298563351576e-05,0.00011556193994337586
0,[0.9946 0.0054],3.0351578863122258e-06,3.98130692838857e-06
0,[0.9974 0.0026],6.37842160989783e-05,0.00010092451685354226
0,[0.8666 0.1334],0.09967042707264412,0.16154957552733315
0,[0.8291 0.1709],0.177444074214966,0.1926101841531101
0,[0.9946 0.0054],2.7755325728530145e-05,4.939877544112888e-05
0,[0.9947 0.0053],2.79902476303272e-05,4.9375352474451686e-05
0,[0.9767 0.0233],0.006635391018369171,0.0075003999141711524
0,[0.0143 0.9857],0.0015542511855613779,0.0021253574312937703
0,[0.9688 0.0312],0.000698621383667187,0.00078434228711509
0,[0.9986 0.0014],8.10435798440822e-06,1.9941718172377373e-05
0,[0.9985 0.0015],4.371656896017854e-06,9.245359893183245e-06
0,[0.8526 0.1474],0.10059900478333822,0.0550609996281184
0,[0.7989 0.2011],0.23065063658548698,0.1441093707706721
0,[0.9917 0.0083],5.243640316217721e-05,0.00012690575565999995
0,[0.8486 0.1514],0.012569941997710854,0.018531764040632854
0,[0.9902 0.0098],5.005120220546769e-06,1.4498753734162218e-06
0,[0.9592 0.0408],0.00011982404730748022,8.540596157447755e-05
0,[9.9949e-01 5.1107e-04],3.1052654071382444e-05,7.634886583480622e-05
0,[0.8529 0.1471],0.1370019511767204,0.23981727438825923
0,[0.9982 0.0018],3.3772358744333572e-06,2.795645822846988e-06
0,[0.962 0.038],0.004864759782641981,0.006470699917734062
0,[0.9877 0.0123],6.040627583572255e-05,0.00013994408169849343
0,[9.9926e-01 7.4502e-04],7.343701090066709e-06,7.179173167494954e-06
0,[0.9962 0.0038],4.01297928708968e-06,4.385458743685733e-06
0,[0.9861 0.0139],3.447173414213326e-05,5.296772964002879e-05
0,[0.9958 0.0042],0.00013171061373741505,0.00030978692474633706
0,[0.8837 0.1163],0.04055782319069568,0.04539122721183868
0,[0.884 0.116],0.10543109318353011,0.17339876845477575
0,[0.9988 0.0012],1.0438117645298131e-06,4.5059414993339577e-07
0,[0.958 0.042],0.001167455212165912,0.0014820938111340073
1,[0.0035 0.9965],8.840518904990543e-05,0.0002450130344823425
1,[0.013 0.987],0.00022145610803098515,0.0005715400866835692
1,[0.0488 0.9512],0.0004120515837443717,0.0006737465046776866
1,[0.0227 0.9773],0.0033676932995626695,0.0048263421165014395
1,[0.0022 0.9978],1.492770029551377e-06,4.860848409375472e-07
1,[0.0068 0.9932],4.54452753932649e-05,9.773967525915985e-05
1,[0.0011 0.9989],9.489636479938115e-07,2.2360565724928314e-07
1,[0.0225 0.9775],9.298759461235687e-05,0.00017414046262371018
1,[0.0069 0.9931],4.893771811886417e-05,8.406146212249871e-05
1,[0.0185 0.9815],0.00546935445037983,0.006388350859313309
1,[0.0863 0.9137],0.0065155960890315775,0.0077202389908156
1,[0.6611 0.3389],0.5648258020921949,0.20536855031414372
1,[0.0081 0.9919],0.00027804878201196357,0.00027115230783349457
1,[0.0355 0.9645],0.015691902137737808,0.016916066844316822
1,[0.0056 0.9944],5.9741264681228076e-05,0.000100701312849308
1,[0.0027 0.9973],0.00032208697540873834,0.0007453154747732213
1,[0.0039 0.9961],0.0007486377106461982,0.0019913808897614378
1,[0.068 0.932],0.0030927107184103462,0.005586340968689436
