epoch,train_loss,test_loss,test_accuracy
0,0.7190353170241395,0.7029561441520165,0.4482758620689655
1,0.6573040856890482,0.6025419235229492,0.6551724137931034
2,0.6172758655188835,0.5556015084529745,0.7241379310344828
3,0.56703007149778,0.4721692759415199,0.8413793103448276
4,0.5149927649595966,0.4750527122925068,0.7862068965517242
5,0.4915763501026859,0.4550557177642296,0.7793103448275862
6,0.47490883526736744,0.3836004651826003,0.8482758620689655
7,0.4502181862927463,0.39300509876218337,0.8137931034482758
8,0.43379767014555737,0.34165137184077293,0.8689655172413793
9,0.4466811646133253,0.3147501030872608,0.8758620689655172
10,0.43092847472592577,0.3304823410922083,0.8827586206896552
11,0.39313932518436484,0.3495244445471928,0.8551724137931035
12,0.366211966037342,0.3026314388061392,0.8758620689655172
13,0.36795999793565437,0.29621990693026573,0.8827586206896552
14,0.364626116540334,0.2770491684305257,0.8758620689655172
15,0.3558416205318007,0.300078816454986,0.8896551724137931
16,0.3577847492511142,0.3514924779020507,0.8413793103448276
17,0.34494262331560865,0.24437104062787418,0.9103448275862069
18,0.3170040950995602,0.24783222993900036,0.903448275862069
19,0.34066641463400565,0.2980117068208497,0.8482758620689655
20,0.3158706945609556,0.23599540262386717,0.9172413793103448
21,0.31047042857294216,0.24790362654061154,0.9172413793103448
22,0.3347095474600792,0.21831834778703493,0.9310344827586207
23,0.29473257891527593,0.2524265780531127,0.896551724137931
24,0.2752716521898361,0.22037572336607966,0.896551724137931
25,0.2921966332176777,0.24972758724771696,0.896551724137931
26,0.26287266162976825,0.20150873064994812,0.9241379310344827
27,0.2794030557246241,0.2492753349501511,0.8896551724137931
28,0.24607652578860112,0.21142740855956899,0.903448275862069
29,0.26522718701664716,0.2499891442471537,0.8758620689655172
30,0.2476264714480263,0.22927993792912055,0.896551724137931
31,0.24658883801878315,0.2379187335228098,0.903448275862069
32,0.2635999475541997,0.24766722527043572,0.8758620689655172
33,0.24507793858137034,0.22227706683093104,0.903448275862069
34,0.24078078384268775,0.20842162699534975,0.9103448275862069
35,0.22997591297512185,0.2232334141073556,0.9103448275862069
36,0.2479501147690701,0.1963832594197372,0.896551724137931
37,0.22588363004057374,0.204693121642902,0.9103448275862069
