epoch,train_loss,test_loss,test_accuracy
0,0.7022582257855429,0.6084067328222866,0.7103448275862069
1,0.6041498598578858,0.57407035087717,0.7586206896551724
2,0.537168183453279,0.5089925383699352,0.7862068965517242
3,0.5241603297117639,0.4199726427423543,0.8551724137931035
4,0.5052872637975706,0.40159316515100413,0.8551724137931035
5,0.4648426256767691,0.39054516677198736,0.8482758620689655
6,0.4687113328135177,0.41945391071253807,0.7862068965517242
7,0.4403020011847966,0.3514034234244248,0.8620689655172413
8,0.439252178758791,0.3568537389409953,0.8620689655172413
9,0.4396884851667979,0.3525434321370618,0.8689655172413793
10,0.393654339168578,0.31926657619147464,0.8689655172413793
11,0.41287472701235994,0.3449426067286524,0.8551724137931035
12,0.3894532420863844,0.3708404107340451,0.8620689655172413
13,0.4126814088388665,0.24787574081585326,0.9172413793103448
14,0.3674316763469618,0.33529753212271063,0.8413793103448276
15,0.36850400136349953,0.31180239751421174,0.8758620689655172
16,0.36365597184798487,0.30204068792277367,0.896551724137931
17,0.34933279270995155,0.2657007533928444,0.8896551724137931
18,0.32880810199126803,0.31350324996586504,0.8758620689655172
19,0.33360624976762354,0.31708685642686385,0.8827586206896552
20,0.29744350154922433,0.3016200877469161,0.8827586206896552
21,0.31037951296527094,0.28827188960437117,0.8827586206896552
22,0.3361827779101999,0.2840569892833973,0.8689655172413793
23,0.3111989750743729,0.291145625813254,0.8896551724137931
24,0.3215705362493045,0.2801296402668131,0.8689655172413793
25,0.31988621452083327,0.2828875584848996,0.8758620689655172
26,0.3127718263701217,0.272754665078788,0.8689655172413793
27,0.2895054790663393,0.22123370704979733,0.903448275862069
28,0.27076341997678965,0.22546564042568207,0.9172413793103448
29,0.27578588059707865,0.26066090526251956,0.9172413793103448
30,0.29346664071287193,0.27252633921031294,0.896551724137931
31,0.2762836960897054,0.21469812352081824,0.9103448275862069
32,0.295863709425273,0.2649618859948783,0.8896551724137931
33,0.2704715663439607,0.22368787537361012,0.9103448275862069
34,0.26990474888110816,0.26062511267333194,0.8896551724137931
35,0.2675353359073809,0.21144560955721756,0.9103448275862069
36,0.24710108901131644,0.23504923078520545,0.903448275862069
37,0.27238253060064904,0.2326552970656033,0.903448275862069
38,0.25152538196273044,0.230097571837491,0.9103448275862069
39,0.2569233547794084,0.22946212877487315,0.9103448275862069
40,0.25660974614015997,0.21778787826669627,0.9103448275862069
41,0.24504174233401474,0.21141970876989694,0.9310344827586207
42,0.23516451697541427,0.23977053987568822,0.9103448275862069
43,0.2433024510639171,0.21772928073488432,0.9103448275862069
44,0.2325150739554673,0.23593022802780414,0.903448275862069
45,0.2532279351598596,0.2331047972728466,0.896551724137931
46,0.24850967541745264,0.22006502850302334,0.8896551724137931
47,0.24089700093314256,0.22254033129790735,0.9172413793103448
48,0.23250028149109997,0.23482117827596335,0.9103448275862069
49,0.24238961230810374,0.23306258588001647,0.9172413793103448
50,0.22259976275979657,0.21644525178547563,0.903448275862069
51,0.25543535648755833,0.21087024437970128,0.9172413793103448
52,0.21224117763850786,0.19468294084072113,0.9310344827586207
53,0.21926891142885163,0.2065794231562779,0.8896551724137931
54,0.23453520825260307,0.19128485383658572,0.9103448275862069
55,0.23470449748716943,0.21278208905252918,0.903448275862069
56,0.19671002880044997,0.1832525355034861,0.9310344827586207
57,0.20331972600152232,0.1944844388756259,0.903448275862069
58,0.20036064144479085,0.1882869246704825,0.9172413793103448
59,0.21913975604797062,0.2101074179698681,0.9172413793103448
60,0.1963755547081771,0.19956650970311002,0.896551724137931
61,0.21187854144875318,0.18306696723247395,0.9241379310344827
62,0.2234487302397212,0.20544480558099418,0.9310344827586207
63,0.20914093445833415,0.19755836961598233,0.9172413793103448
64,0.20178381547535937,0.1845920024247005,0.9310344827586207
65,0.21879879581703715,0.2291769308262858,0.896551724137931
66,0.21203104294326208,0.1836239012150929,0.9310344827586207
67,0.21992571983639508,0.20528552449982743,0.9172413793103448
68,0.20948256853304498,0.16966630775353003,0.9448275862068966
69,0.19016724005851843,0.1844482447566657,0.9379310344827586
70,0.218351838804067,0.20152949259198946,0.903448275862069
71,0.1820353162666298,0.1858726811820063,0.9310344827586207
72,0.1939679453634236,0.17867139135969096,0.9310344827586207
73,0.18114198559308298,0.18028465375818056,0.9379310344827586
74,0.20062439460052203,0.2094245131673484,0.903448275862069
75,0.19053458999076936,0.17469393795934215,0.9310344827586207
76,0.19830255623753756,0.22025975841900397,0.896551724137931
77,0.20041603189318963,0.1806289959570457,0.9310344827586207
78,0.19623816380762074,0.19999116864697686,0.9103448275862069
79,0.19550381087991472,0.20314099408429245,0.9172413793103448
80,0.18758039051437214,0.16873636482090787,0.9310344827586207
81,0.1768597154303977,0.20489983055098304,0.9172413793103448
82,0.18869671416915443,0.2131093406471713,0.9172413793103448
83,0.1904021550020943,0.19321351087298885,0.9172413793103448
84,0.2031470507587472,0.19102292071128713,0.9241379310344827
85,0.17896606153106853,0.17661860276912822,0.9241379310344827
86,0.1865427637447233,0.19561805550394387,0.9103448275862069
87,0.17304950620825976,0.1678634979601564,0.9379310344827586
88,0.1837678491201711,0.17400583624839783,0.9379310344827586
