epoch,train_loss,test_loss,test_accuracy
0,0.6894703052223545,0.6997930654164018,0.3724137931034483
1,0.679219295104889,0.691761080561013,0.5103448275862069
2,0.6651063696162341,0.6725765795543276,0.6068965517241379
3,0.6486274310170788,0.6502307550660495,0.6689655172413793
4,0.621818771101024,0.6191179238516709,0.6758620689655173
5,0.5840530448580441,0.6066684990093626,0.6689655172413793
6,0.5589080971397765,0.565448337587817,0.6827586206896552
7,0.5440590512262632,0.48460223756987475,0.7931034482758621
8,0.5247820983194325,0.4852527308052984,0.7655172413793103
9,0.5201046461724255,0.5045081099559521,0.7310344827586207
10,0.5035730738141765,0.45811057193525906,0.7793103448275862
11,0.4897153753123871,0.42917417760553034,0.8206896551724138
12,0.4703561475832168,0.4363074405439969,0.8
13,0.46040728147307486,0.3887989305216691,0.8689655172413793
14,0.4406865507568399,0.3979212775312621,0.8482758620689655
15,0.45546338247926266,0.39163156521731407,0.8206896551724138
16,0.42809075515155925,0.36885595938255045,0.8620689655172413
17,0.40151857360176846,0.3626147683324485,0.8689655172413793
18,0.391423919735706,0.3588454507548234,0.8551724137931035
19,0.41254678337949596,0.3230002419701938,0.8758620689655172
20,0.38604759394306026,0.38264451150236456,0.8275862068965517
21,0.40971908248858907,0.33173416195244626,0.8896551724137931
22,0.3892142172545603,0.35353796852046043,0.8620689655172413
23,0.3746182219418761,0.3346193689724495,0.8620689655172413
24,0.38078478167522445,0.36082325105009405,0.8275862068965517
25,0.35389796037175886,0.29814340225581465,0.8827586206896552
26,0.38247867377653516,0.31794825299032803,0.8482758620689655
27,0.3447966662375894,0.3293704852975648,0.8551724137931035
28,0.342246815664311,0.2986609298607399,0.8827586206896552
29,0.32220073641367153,0.33525207330440654,0.8689655172413793
30,0.34712480166799403,0.2914332552202817,0.8551724137931035
31,0.3114552457548984,0.287992046824817,0.8689655172413793
32,0.31986997327575944,0.31342841633434954,0.8689655172413793
33,0.35115817148391515,0.3167878420188509,0.8689655172413793
34,0.33044530374750697,0.2545926457849042,0.903448275862069
35,0.32947287065525577,0.2926178440965455,0.8551724137931035
36,0.31218976981631696,0.2599594562218107,0.8896551724137931
37,0.3018420989280694,0.2742778520131933,0.8827586206896552
38,0.28914353991412134,0.28063745745297136,0.8827586206896552
39,0.3003531983249808,0.312583490692336,0.8689655172413793
