target,softmax prob,classification error %,average overlap,predictive entropy,average entropy,mutual information
0,[0.9953 0.0047],0,6.82E-06,0.020855339,0.020498677,0.000356662
0,[0.9799 0.0201],0.001111111,0.002653493,0.055803512,0.053569468,0.002234044
0,[0.6173 0.3827],0.71,0.411360768,0.530572368,0.453200899,0.077371469
0,[9.9960e-01 4.0343e-04],0,2.43E-05,0.009779622,0.009513492,0.00026613
0,[0.8625 0.1375],0.014444444,0.054736827,0.204183006,0.191450571,0.012732435
0,[0.9165 0.0835],0.011111111,0.045961571,0.198739217,0.186824023,0.011915195
0,[0.9927 0.0073],0,3.03E-05,0.030409322,0.029803957,0.000605365
0,[0.9052 0.0948],0.003333333,0.010955462,0.140462735,0.134575543,0.005887192
0,[0.9491 0.0509],0.035555556,0.076405069,0.17681388,0.157905495,0.018908385
0,[9.9961e-01 3.9381e-04],0,2.48E-06,0.005455585,0.005344279,0.000111306
0,[0.96 0.04],0,0.000724364,0.08652732,0.084470596,0.002056724
0,[0.9828 0.0172],0,0.000703966,0.055762005,0.054349533,0.001412472
0,[0.9788 0.0212],0,0.000424067,0.055134854,0.053571644,0.001563209
0,[0.9888 0.0112],0,0.000133396,0.045413341,0.044242725,0.001170616
0,[0.987 0.013],0,2.38E-05,0.029031429,0.028464679,0.00056675
0,[0.9986 0.0014],0,2.25E-06,0.009996619,0.00983075,0.000165869
0,[0.8689 0.1311],0.003333333,0.023421478,0.181186603,0.173166891,0.008019712
0,[0.9943 0.0057],0,0.000298591,0.028155205,0.027456334,0.00069887
0,[0.9726 0.0274],0,0.000249678,0.053894273,0.052624595,0.001269678
0,[0.9981 0.0019],0,4.82E-06,0.013203169,0.012971027,0.000232142
0,[0.999 0.001],0,0.000699773,0.022879911,0.022150984,0.000728927
0,[0.9296 0.0704],0.016666667,0.038829046,0.155909281,0.144797493,0.011111788
0,[0.6051 0.3949],0.145555556,0.369663601,0.40180827,0.380044639,0.021763631
0,[0.9942 0.0058],0,0.00010189,0.024941972,0.02441919,0.000522782
0,[0.9921 0.0079],0,3.42E-05,0.030031312,0.029408257,0.000623056
0,[0.966 0.034],0.002222222,0.009699246,0.108842961,0.103715911,0.00512705
0,[0.0482 0.9518],0.997777778,0.008476175,0.201219573,0.145451038,0.055768535
0,[0.98 0.02],0,8.79E-05,0.050782645,0.049716503,0.001066142
0,[0.9989 0.0011],0,1.68E-06,0.008006114,0.007897103,0.00010901
0,[0.9986 0.0014],0,1.93E-06,0.010184211,0.010033256,0.000150956
0,[0.8816 0.1184],0.015555556,0.079002664,0.266469296,0.253567738,0.012901558
0,[0.7735 0.2265],0.293333333,0.611321047,0.438758699,0.39628079,0.042477909
0,[0.9831 0.0169],0,0.000265154,0.045559172,0.044418147,0.001141024
0,[0.8959 0.1041],0,0.004853046,0.157692892,0.153218204,0.004474688
0,[0.9884 0.0116],0,1.50E-05,0.032214164,0.031693146,0.000521019
0,[0.9626 0.0374],0,0.000416043,0.080908443,0.079194023,0.00171442
0,[0.9985 0.0015],0,0.000208612,0.010306897,0.009890519,0.000416378
