target,softmax prob,classification error %,predictive entropy
0,[0.9938 0.0062],0.0,0.040991487078932694
0,[0.9801 0.0199],0.04,0.12745752493515217
0,[0.7624 0.2376],0.2611111111111111,0.4140058382287741
0,[0.9834 0.0166],0.0,0.04390631085202073
0,[0.8991 0.1009],0.02666666666666667,0.2101422689254054
0,[0.7913 0.2087],0.05555555555555555,0.30790415147535444
0,[0.9659 0.0341],0.0011111111111111111,0.12308286673864897
0,[0.9229 0.0771],0.0,0.1726397535760927
0,[0.9617 0.0383],0.0022222222222222222,0.10195773253413327
0,[9.9901e-01 9.9162e-04],0.0,0.00737275986562093
0,[0.9542 0.0458],0.0,0.10436555413970668
0,[0.9688 0.0312],0.0,0.061494213382746965
0,[0.9747 0.0253],0.0,0.09499048962045165
0,[0.9845 0.0155],0.0,0.0750768710765655
0,[0.9916 0.0084],0.0,0.026312617342972473
0,[0.9902 0.0098],0.0,0.02231725479041707
0,[0.8969 0.1031],0.0,0.11732995032704692
0,[0.9901 0.0099],0.0,0.03270033784228268
0,[0.9757 0.0243],0.0,0.07663044948084548
0,[0.984 0.016],0.0,0.02523854269267152
0,[0.9862 0.0138],0.0011111111111111111,0.05341075469484515
0,[0.9253 0.0747],0.0011111111111111111,0.13465969614991238
0,[0.7794 0.2206],0.03666666666666667,0.3272291970178675
0,[0.9914 0.0086],0.0,0.03248873468822735
0,[0.9914 0.0086],0.0,0.03598436268388153
0,[0.7716 0.2284],0.05555555555555555,0.31224548803325297
0,[0.0666 0.9334],0.9988888888888889,0.2906165628997817
0,[0.99 0.01],0.0,0.026898355317835243
0,[0.9974 0.0026],0.0,0.012705530051044677
0,[0.9968 0.0032],0.0,0.01706195674294195
0,[0.7142 0.2858],0.10777777777777778,0.37459919546260245
0,[0.7724 0.2276],0.058888888888888886,0.3269729643659133
0,[0.9899 0.0101],0.0,0.046824818815957715
0,[0.7698 0.2302],0.021111111111111112,0.36237178792987207
0,[0.9905 0.0095],0.0,0.028385771458882523
0,[0.971 0.029],0.0,0.06745691638165462
0,[0.9974 0.0026],0.0,0.02957936867707529
0,[0.6133 0.3867],0.14888888888888888,0.41792867650362936
0,[0.992 0.008],0.0,0.022154142682218294
0,[0.9956 0.0044],0.0,0.023084895321699838
0,[0.9916 0.0084],0.0,0.024355229048924454
0,[9.9962e-01 3.8488e-04],0.0,0.022913245887223075
0,[0.992 0.008],0.0,0.026131750713301035
0,[0.9559 0.0441],0.0,0.071894439611506
0,[0.9901 0.0099],0.0,0.0373762397751456
0,[0.8612 0.1388],0.04111111111111111,0.2891734349785605
0,[0.7244 0.2756],0.03333333333333333,0.2709385659620354
0,[0.997 0.003],0.0,0.011769507755651542
0,[0.9764 0.0236],0.0,0.0756619883015478
1,[0.0132 0.9868],0.0,0.03247084043085086
1,[0.332 0.668],0.021111111111111112,0.10531902595609008
1,[0.0759 0.9241],0.0,0.11278209485220919
1,[0.0185 0.9815],0.0,0.05395073184843381
1,[0.0101 0.9899],0.0,0.03176563631990359
1,[0.0124 0.9876],0.0,0.033498743113852994
1,[0.0039 0.9961],0.0,0.020785519526411122
1,[0.0498 0.9502],0.0011111111111111111,0.12953656945685427
1,[0.0211 0.9789],0.0,0.04873457866463242
1,[0.0153 0.9847],0.0022222222222222222,0.12182917770735317
1,[0.086 0.914],0.0044444444444444444,0.13400044365349253
1,[0.8004 0.1996],0.7522222222222222,0.5300755964305395
1,[0.1097 0.8903],0.011111111111111112,0.18389010617144014
1,[0.0728 0.9272],0.015555555555555555,0.1868134027773121
1,[0.0181 0.9819],0.0,0.0484898419779968
1,[0.0153 0.9847],0.0,0.045247603546099774
