epoch,train_loss,test_loss,test_accuracy
0,0.6854440216740517,0.678169466298202,0.5379310344827586
1,0.6116943724759637,0.5440780129925958,0.8482758620689655
2,0.5409566663103561,0.4929580092430115,0.8206896551724138
3,0.5445214847791685,0.4362844814514292,0.8551724137931035
4,0.5131665185502131,0.4731838682602192,0.7793103448275862
5,0.49400876911535657,0.40983666942037383,0.8344827586206897
6,0.4637499488379857,0.3708161372562935,0.8758620689655172
7,0.4563517139790809,0.38882010661322497,0.8413793103448276
8,0.42308409736581043,0.3606152904444727,0.8551724137931035
9,0.42264529531949185,0.35577817518135596,0.8758620689655172
10,0.42169506949921176,0.3544214069843292,0.8689655172413793
11,0.41144872956896483,0.3271168377892724,0.8896551724137931
12,0.40000564033446245,0.32887416564185046,0.8551724137931035
13,0.3706776636512312,0.3614387245013796,0.8413793103448276
14,0.3550614785556107,0.3100738617880591,0.8689655172413793
15,0.3624753037033832,0.26825632103558245,0.903448275862069
16,0.35547614903890923,0.317087446821147,0.8620689655172413
17,0.33605251165285505,0.2682495353550747,0.903448275862069
18,0.3353601689514232,0.28538794455857114,0.9103448275862069
19,0.32286322785362803,0.29515652615448523,0.8758620689655172
20,0.3029592946069698,0.285342990324415,0.8689655172413793
21,0.31091259976160035,0.24121448037953214,0.896551724137931
22,0.3312837671845743,0.2563955619417388,0.9103448275862069
23,0.2951476888297355,0.28382375219772604,0.8689655172413793
24,0.29882984991147094,0.25387522526856127,0.8896551724137931
25,0.2803795755113641,0.23175782376322254,0.896551724137931
26,0.29259105986111783,0.24678308491049142,0.9172413793103448
27,0.2945411494639638,0.22307523776744975,0.9103448275862069
28,0.2750424868746163,0.2686368401708274,0.903448275862069
29,0.26317968051115126,0.24185534797865768,0.9310344827586207
30,0.2739763972285676,0.2573301514674877,0.903448275862069
31,0.26159626699677885,0.23697710294148017,0.896551724137931
32,0.2677891398843837,0.21260028717846707,0.9172413793103448
33,0.24983471279887304,0.2727213429993597,0.8896551724137931
34,0.24614352656349744,0.2136596811228785,0.9172413793103448
35,0.25971876824759454,0.2418041516994608,0.9172413793103448
36,0.2543687654582605,0.25440927106758643,0.8896551724137931
37,0.239957076331524,0.24934925806933436,0.896551724137931
38,0.2460012475462401,0.24559877247645936,0.903448275862069
39,0.23593338823890034,0.2365492757024436,0.9172413793103448
40,0.2189141923740302,0.2389398309691199,0.903448275862069
41,0.21356722676794823,0.2160821813961555,0.903448275862069
42,0.23989319112407018,0.2349928571232434,0.9103448275862069
43,0.21053844467060615,0.20261405151465844,0.9241379310344827
44,0.214455060584292,0.21053661200506935,0.9103448275862069
45,0.21766658785612616,0.23201171026147646,0.9172413793103448
46,0.20769739459740788,0.18619987882416825,0.9103448275862069
47,0.23349503912541963,0.22157007609975748,0.903448275862069
48,0.21937153141384255,0.18312368002431145,0.9172413793103448
49,0.21422627106411,0.19309998586260038,0.9310344827586207
50,0.20569990360981796,0.1871899340687127,0.9172413793103448
51,0.20851474469655182,0.20222699025581622,0.9379310344827586
52,0.19463060632960438,0.23373055766368733,0.9172413793103448
53,0.19791223960992407,0.20103619633049802,0.9103448275862069
54,0.19331990891735848,0.20677546386061044,0.9103448275862069
55,0.21180179577371847,0.22355526582948093,0.9172413793103448
56,0.21295004751380175,0.20008836583844547,0.9172413793103448
57,0.2007860774301911,0.19067214737678395,0.9379310344827586
58,0.2026227059684796,0.18701595222127848,0.9310344827586207
59,0.20104554849230263,0.19707907325234905,0.9172413793103448
60,0.18718424079659052,0.20672170149868932,0.9103448275862069
61,0.18746168179156847,0.21488303511307158,0.903448275862069
62,0.1915885567512006,0.19940614443400811,0.903448275862069
63,0.188637273615762,0.19470117832052297,0.9103448275862069
64,0.16876169112957504,0.18680585150060983,0.9103448275862069
65,0.17528773841690526,0.20589842364705843,0.9172413793103448
66,0.1913267563109937,0.1920808188874146,0.9448275862068966
67,0.18320156860943526,0.17061507290807262,0.9310344827586207
68,0.17565417070298978,0.17009345750356542,0.9448275862068966
69,0.16632169949477665,0.19569911730700526,0.9172413793103448
70,0.1791688457182417,0.19656214683220305,0.9241379310344827
71,0.1832858191624488,0.1874697172436221,0.9241379310344827
72,0.1773456597624168,0.18880219295107084,0.9241379310344827
73,0.17439492791891098,0.1696661458960895,0.9241379310344827
74,0.16174186106567104,0.176645513238578,0.9310344827586207
75,0.17324380321453695,0.17472237656856404,0.9379310344827586
76,0.17389636055553612,0.17185152373437224,0.9172413793103448
77,0.16305392107939068,0.18917004404396848,0.9172413793103448
78,0.17059511609681666,0.17004593744360166,0.9310344827586207
79,0.16198740650784887,0.17335203289985657,0.9241379310344827
80,0.16502892435209393,0.19208094015203672,0.9172413793103448
81,0.1457843081642912,0.17762987675337955,0.9172413793103448
82,0.18194268280257508,0.1701060908621755,0.9172413793103448
83,0.16186615903798032,0.16552363387469587,0.9379310344827586
84,0.1742100376533727,0.17087615975018206,0.9310344827586207
85,0.16152517306171868,0.1732207433930759,0.9310344827586207
86,0.18005999340994716,0.17790704092075085,0.9241379310344827
87,0.1494037157613529,0.18683964476503176,0.9103448275862069
88,0.16775260038980067,0.18735880687318998,0.9103448275862069
89,0.17294644378125668,0.18890939241853252,0.9241379310344827
90,0.17505422732091114,0.20160871744155884,0.9310344827586207
91,0.1740259879255948,0.15436769097015776,0.9310344827586207
92,0.16595247668558605,0.17357299913620128,0.9103448275862069
93,0.16740202401088525,0.19013620810262089,0.9241379310344827
94,0.15061577394196432,0.1737689982200491,0.9310344827586207
95,0.16297131618612434,0.15473829415337792,0.9379310344827586
96,0.16184795285536818,0.1875531056831623,0.903448275862069
97,0.16483048071497924,0.16838134054479928,0.9310344827586207
98,0.16197820956984613,0.1589468820341702,0.9241379310344827
99,0.15844781629179847,0.19191643133245664,0.9103448275862069
100,0.15815697658858072,0.18517598098721996,0.9172413793103448
101,0.1463659106154148,0.16322667588447703,0.9379310344827586
102,0.14263612072761744,0.1615508301504727,0.9241379310344827
103,0.1579954621114143,0.18598919130604843,0.9103448275862069
104,0.13683376548020806,0.1736719978266749,0.9241379310344827
105,0.1480573060067549,0.15796507175626426,0.9379310344827586
106,0.16010079507346023,0.14836510707592143,0.9310344827586207
107,0.15564590161793854,0.17357144736010452,0.9379310344827586
108,0.15404501488457803,0.17774333573620896,0.9172413793103448
109,0.14058388221039347,0.16929085449925785,0.9379310344827586
110,0.14852589771968044,0.16825751343677783,0.9310344827586207
111,0.15168902875013549,0.17152110615680957,0.9310344827586207
