target,softmax prob,classification error %,average overlap,predictive entropy,average entropy,mutual information
0,[0.963134   0.03686601],0.0,0.0007006217173871732,0.06637816595303332,0.06476537714673598,0.0016127888062973383
0,[0.98878247 0.01121749],0.0,0.00018836907365023004,0.045004788228141766,0.043861751222073746,0.0011430370060680206
0,[0.5439803  0.45601967],0.7244444444444444,0.40748210501743254,0.5306982166223255,0.45245526855590606,0.07824294806641946
0,[0.990126   0.00987394],0.0,6.318332559336838e-05,0.0319258381591823,0.031234809180786614,0.0006910289783956837
0,[0.79473925 0.20526078],0.11,0.24177558343727462,0.30306477465838855,0.26926902288095333,0.03379575177743521
0,[0.733743   0.26625696],0.07888888888888888,0.23214381174807386,0.3539820012684944,0.3344314864707002,0.019550514797794183
0,[0.98024714 0.01975285],0.0,0.00017575811910301573,0.0780753670965272,0.0765277113447863,0.0015476557517409006
0,[0.5917567  0.40824327],0.042222222222222223,0.14639355662730902,0.30945504802517254,0.2922294806930672,0.01722556733210534
0,[0.9727528  0.02724715],0.013333333333333334,0.045076261853400704,0.17613807417512448,0.1634043282204226,0.012733745954701864
0,[0.9982622  0.00173776],0.0,1.9439481039990875e-06,0.014161648036863844,0.013985336260211348,0.00017631177665249596
0,[0.9746567  0.02534325],0.0,0.00025034261394202913,0.08759859466950054,0.08604546771967907,0.0015531269498214734
0,[0.9160092  0.08399081],0.0,0.005160486281290833,0.15044199582489273,0.14657527763879716,0.0038667181860955746
0,[0.9902152  0.00978475],0.0,0.00023015670730240162,0.057434965993468326,0.05606076549403825,0.0013742004994300727
0,[0.7323223  0.26767772],0.13555555555555557,0.2853279443884486,0.37031704243443214,0.34178288488183095,0.02853415755260119
0,[0.98597217 0.01402778],0.0,1.4722850880169456e-05,0.03780063115120985,0.03726955947426118,0.0005310716769486717
0,[0.9911708  0.00882911],0.0,0.00010500313608585486,0.03273032731702688,0.03193071816690053,0.0007996091501263486
0,[0.91515756 0.08484246],0.006666666666666667,0.027993722949717654,0.2082449993167496,0.19933634099771885,0.00890865831903076
0,[0.98860383 0.01139615],0.0,6.960786690040252e-05,0.044309376379378,0.04342362273177182,0.00088575364760618
0,[0.9772289  0.02277114],0.0,0.0009428414806421056,0.08776456867649883,0.08546201657662698,0.0023025520998718463
0,[0.98446757 0.01553238],0.0,3.5566494113635287e-05,0.026875406382860737,0.02639958144527282,0.0004758249375879167
0,[0.98570895 0.01429105],0.0,0.0006363546140564644,0.047262288935174306,0.045740693929496964,0.0015215950056773411
0,[0.94173956 0.05826049],0.0,0.001558684655216274,0.12029147007707312,0.11710498627080268,0.003186483806270443
0,[0.7748291  0.22517088],0.3111111111111111,0.39448058027096455,0.44852980754562516,0.4096574718800216,0.03887233566560355
0,[0.98826104 0.01173891],0.0,2.7371919159273148e-05,0.04189388273523877,0.0411727433567975,0.000721139378441274
0,[0.98722154 0.01277851],0.0,5.878855739139296e-05,0.0490556863971668,0.04820552778383138,0.0008501586133354208
0,[0.80874926 0.1912507 ],0.24888888888888888,0.285639409540846,0.41379455754218913,0.37221379609513533,0.041580761447053805
0,[0.19566862 0.80433136],0.98,0.054803852753202736,0.3371432444160109,0.2420166950208954,0.0951265493951155
0,[0.97860056 0.02139942],0.0,4.6932295633061906e-05,0.058568267169160165,0.057683932378423605,0.0008843347907365601
0,[0.99825543 0.00174456],0.0,9.097961382010343e-06,0.022237350038488857,0.021895224144958796,0.0003421258935300611
0,[0.9902744  0.00972559],0.0,1.8994838826589828e-05,0.03098362045751472,0.030522376424045268,0.00046124403346945245
0,[0.7167807  0.28321928],0.5188888888888888,0.4551489975347354,0.5030187698488499,0.4505974689656233,0.05242130088322655
0,[0.450181 0.549819],0.24666666666666667,0.38002300543368955,0.4337718472880994,0.3956631575879894,0.03810868970011
0,[0.982647   0.01735294],0.0,0.00028663790740400996,0.05943864449288764,0.05834142742712996,0.0010972170657576816
0,[0.85400087 0.14599907],0.025555555555555557,0.12178616040388089,0.3320859010869078,0.32072343730102915,0.01136246378587863
0,[0.98296076 0.01703916],0.0,2.20582766401661e-05,0.04260541527029201,0.041923958201308405,0.0006814570689836069
0,[0.96531373 0.0346863 ],0.0,0.00011025564484462179,0.0698879448961788,0.06870736998933107,0.0011805749068477395
0,[0.9832677  0.01673227],0.0,4.6632755138256365e-05,0.034067946569172655,0.03326736732940628,0.0008005792397663761
0,[0.53048277 0.46951726],0.36,0.6687620949426067,0.4726386365132127,0.4469058613648531,0.025732775148359588
0,[0.99224925 0.00775079],0.0,2.288284204246706e-05,0.027815517297055246,0.02741052233933361,0.0004049949577216369
0,[0.9858019  0.01419812],0.0,5.5104754157327793e-05,0.03723075320143134,0.036364455091204013,0.0008662981102273287
0,[0.9861422 0.0138578],0.0,4.460141291641965e-05,0.03839460279548268,0.03782049783461343,0.0005741049608692511
0,[0.97173476 0.02826521],0.0,4.907193642452991e-05,0.05506029404384874,0.054219997560648735,0.0008402964832000051
0,[0.98277146 0.01722851],0.0,5.750270806694685e-05,0.04667272165910092,0.04592309765411049,0.000749624004990429
0,[0.9243028  0.07569721],0.0,0.0015344023239410405,0.1208539070899729,0.11791086472599877,0.0029430423639741354
0,[0.9750436  0.02495641],0.0,5.3446414558359926e-05,0.040926372834978686,0.040173091511428505,0.0007532813235501812
0,[0.80272883 0.19727117],0.07222222222222222,0.2348490721554789,0.3643924550905219,0.34668039183478844,0.01771206325573349
0,[0.51130414 0.48869583],0.6433333333333333,0.5903577642804637,0.5156653850930584,0.4825319814997585,0.03313340359329986
0,[0.99471694 0.00528303],0.0,3.792783426604065e-06,0.019298480941027065,0.01904996063607247,0.0002485203049545949
0,[0.96992177 0.03007825],0.0,0.0002050720155630357,0.07982806378930143,0.07832310273063724,0.0015049610586641976
1,[0.01253394 0.98746604],0.0,1.4448711666595483e-06,0.015450483335200813,0.015321908836692884,0.00012857449850792874
1,[0.0087928 0.9912072],0.0,2.8157045384331965e-06,0.022912654696860733,0.022680448558677825,0.00023220613818290825
1,[0.02904419 0.97095585],0.0,0.00014572446534052245,0.06309315758564986,0.06185880047920261,0.0012343571064472522
1,[0.00439581 0.99560416],0.0,0.00228009032772874,0.05446544367571916,0.051685188265244514,0.0027802554104746496
1,[0.01289226 0.9871077 ],0.0,3.2680952286123e-05,0.027482067122092536,0.027007373507879826,0.0004746936142127102
1,[0.00348748 0.9965126 ],0.0,4.062712910094054e-05,0.021427483735575893,0.02086235143206962,0.0005651323035062716
1,[0.00643671 0.9935633 ],0.0,3.277621265659214e-06,0.014925475390309511,0.014752438002095709,0.00017303738821380227
1,[0.08707441 0.91292554],0.0011111111111111111,0.017318423491060796,0.17489469335396476,0.16768390150883003,0.007210791845134734
1,[0.01497523 0.9850248 ],0.0,6.081462780707715e-05,0.02950906539407728,0.028978907374961314,0.0005301580191159651
1,[0.0234524  0.97654754],0.006666666666666667,0.028220911504559645,0.13374948871913667,0.12219325423031406,0.011556234488822606
1,[0.18462151 0.8153785 ],0.04,0.0895401170581647,0.16978375593128653,0.14900134015427768,0.020782415777008845
1,[0.8876686  0.11233132],0.9011111111111111,0.2003941228060457,0.4934752805698217,0.408621147421585,0.0848541331482367
1,[0.0889129  0.91108716],0.10777777777777778,0.22229465525755865,0.2727775549498801,0.235109570792606,0.0376679841572741
1,[0.06285479 0.93714523],0.0,0.004313260540447766,0.1639130529016748,0.1589880502224106,0.004925002679264184
1,[0.04032513 0.95967484],0.0011111111111111111,0.005101418832939078,0.06489485321054649,0.061530953176537534,0.0033639000340089514
1,[0.0437043 0.9562957],0.0,0.0009078834422528406,0.06008819071844943,0.05811152424413126,0.00197666647431817
1,[0.03111439 0.96888566],0.0033333333333333335,0.0061787118717681,0.06749689159906454,0.06403632119189717,0.0034605704071673654
1,[0.09964167 0.9003583 ],0.0,0.030021991590049275,0.24097402870220827,0.23322754314638292,0.007746485555825355
1,[0.08622259 0.9137774 ],0.0011111111111111111,0.004979162618497592,0.13454388733238765,0.13039270984176501,0.004151177490622632
1,[0.00876133 0.99123865],0.0011111111111111111,0.004990492983246628,0.035965003886743785,0.03327569505182853,0.0026893088349152564
1,[0.05266478 0.94733524],0.0022222222222222222,0.008623530793003023,0.13943006492821955,0.13459330009776369,0.004836764830455864
1,[0.5836361  0.41636384],0.26555555555555554,0.3778535555920358,0.44096871928743,0.40954568315696077,0.031423036130469206
1,[0.06772305 0.9322769 ],0.0,0.0017725133701711243,0.11543056318200237,0.11255326118632056,0.0028773019956818136
1,[0.07067802 0.929322  ],0.0,0.0010067298943113292,0.07315576037293384,0.07094822331320587,0.002207537059727968
1,[0.00269534 0.9973047 ],0.0,7.995968731509092e-06,0.019507474795801335,0.019171956798184894,0.0003355179976164413
1,[0.42434135 0.5756587 ],0.16777777777777778,0.3157466207378615,0.37268833922452854,0.3364435544988069,0.036244784725721624
1,[0.03177046 0.96822953],0.0,0.00018013372288221578,0.057921080330589896,0.05667155112966184,0.0012495292009280581
1,[0.08827424 0.91172576],0.0011111111111111111,0.016921829820643223,0.18041855037244892,0.17338725467023655,0.0070312957022123646
1,[0.01009838 0.98990154],0.0,5.877679418399645e-05,0.04760120224653083,0.04660078454091971,0.0010004177056111216
1,[0.9232398  0.07676014],1.0,0.0046656973308722965,0.34178488418014724,0.30519860640330615,0.03658627777684109
1,[0.05447309 0.9455269 ],0.07111111111111111,0.1635891289185072,0.2461845225819047,0.21504697765186778,0.031137544930036926
1,[0.00531308 0.99468696],0.0,0.0006353539548896723,0.046401408278449165,0.045060558977141875,0.0013408493013072897
1,[0.06557386 0.9344261 ],0.0,0.005634386642775117,0.13072910790685266,0.12579003489696478,0.004939073009887884
1,[0.10989887 0.8901012 ],0.0,0.007438291422300884,0.181373505539196,0.17638279473838656,0.004990710800809456
