target,softmax prob,average overlap,overlap variance
0,[0.9938 0.0062],8.454095239420659e-05,0.0001306195216885937
0,[0.9801 0.0199],0.0745103576088059,0.1713928448333303
0,[0.7624 0.2376],0.5215097697739818,0.29678401288505746
0,[0.9834 0.0166],0.00023343496760078249,0.00031631157771976976
0,[0.8991 0.1009],0.04482370789839383,0.0344898691893308
0,[0.7913 0.2087],0.1809845343308002,0.14444554689948666
0,[0.9659 0.0341],0.0025263953230509543,0.002254340731850066
0,[0.9229 0.0771],0.007141814588653083,0.006733763098048677
0,[0.9617 0.0383],0.01077874206726284,0.014560006444733221
0,[9.9901e-01 9.9162e-04],1.9267555523264444e-06,1.876708895936212e-06
0,[0.9542 0.0458],0.0009698721445211759,0.0008093177681636821
0,[0.9688 0.0312],0.0003217014595047875,0.00045654568633425813
0,[0.9747 0.0253],0.00943178942077437,0.011187333866016053
0,[0.9845 0.0155],0.003398252862405019,0.0055152711961904055
0,[0.9916 0.0084],4.641368988172992e-06,2.70004251776075e-06
0,[0.9902 0.0098],6.6241570304595e-06,5.130403150461463e-06
0,[0.8969 0.1031],0.0028674109902258028,0.002809240341267489
0,[0.9901 0.0099],1.5618928265032896e-05,1.6339440316214903e-05
0,[0.9757 0.0243],0.0014725127066527134,0.0024842525620086364
0,[0.984 0.016],1.2250579242671445e-05,2.1251836792940373e-05
0,[0.9862 0.0138],0.002404244852033407,0.0044995825489988865
0,[0.9253 0.0747],0.0045556841315907886,0.0063447372700900255
0,[0.7794 0.2206],0.15014508571326793,0.09005286718429857
0,[0.9914 0.0086],1.850242175782115e-05,2.638943211346278e-05
0,[0.9914 0.0086],2.9569441365541724e-05,3.0039176010624137e-05
0,[0.7716 0.2284],0.15232154603771206,0.12138010704204186
0,[0.0666 0.9334],0.009131088433208203,0.0075894974913003465
0,[0.99 0.01],9.345034219581537e-06,8.19842585432508e-06
0,[0.9974 0.0026],6.318976946684425e-06,9.850310979815188e-06
0,[0.9968 0.0032],1.0631906001902553e-05,2.1381655169150354e-05
0,[0.7142 0.2858],0.3087879470277529,0.1606375810988256
0,[0.7724 0.2276],0.18226303722244344,0.10806859729529827
0,[0.9899 0.0101],0.00017267978274581808,0.00019922912396737376
0,[0.7698 0.2302],0.1784804906256203,0.09263039202934625
0,[0.9905 0.0095],3.30758637553306e-05,6.685417334250926e-05
0,[0.971 0.029],0.000126896896604341,9.55840928948349e-05
0,[0.9974 0.0026],8.839977531549974e-05,0.0001439588228487335
0,[0.6133 0.3867],0.3870829183762077,0.12994744510645062
0,[0.992 0.008],1.0805702023953234e-05,1.8202548638125405e-05
0,[0.9956 0.0044],8.413273512819516e-05,0.00022169257357027532
0,[0.9916 0.0084],5.377652571707063e-06,4.062175512550914e-06
0,[9.9962e-01 3.8488e-04],7.850829941032925e-06,8.734715122590628e-06
0,[0.992 0.008],1.7857029380275728e-05,3.085406627915257e-05
0,[0.9559 0.0441],0.00025108410998081216,0.00025823772946939177
0,[0.9901 0.0099],0.000491813946069767,0.001272561735979952
0,[0.8612 0.1388],0.12494672951441717,0.06657877820600255
0,[0.7244 0.2756],0.10490204265305694,0.14742000150810164
0,[0.997 0.003],4.088432053383124e-06,7.063355494193854e-06
0,[0.9764 0.0236],0.0006640253166439661,0.001315816614794104
1,[0.0132 0.9868],2.2582549251868513e-05,1.878113591643409e-05
1,[0.332 0.668],0.03735760523103018,0.1051566397438028
1,[0.0759 0.9241],0.004707316709155842,0.008523894109543056
1,[0.0185 0.9815],0.001130084386409091,0.0018995003770252601
1,[0.0101 0.9899],1.1619607147972231e-05,7.4982558575846706e-06
1,[0.0124 0.9876],0.0002389402759503404,0.0003092141792030345
1,[0.0039 0.9961],5.455861635578473e-06,5.0341869960327826e-06
1,[0.0498 0.9502],0.013171877266824377,0.010226018393175438
1,[0.0211 0.9789],0.0002028619448055631,0.00037618291139195986
1,[0.0153 0.9847],0.011999051959685909,0.020499751160268996
1,[0.086 0.914],0.01378082029449667,0.01684936402947831
1,[0.8004 0.1996],0.3828495169917181,0.33054254195488
1,[0.1097 0.8903],0.04430730249984305,0.02871566768925872
1,[0.0728 0.9272],0.043263000234900366,0.05661474420576831
1,[0.0181 0.9819],0.001094113219657745,0.0022952117587980415
1,[0.0153 0.9847],0.0005841265379938648,0.0008453311358878981
1,[0.0469 0.9531],0.017304719254982844,0.031242615147719845
1,[0.096 0.904],0.021485277269525423,0.04290265545113074
1,[0.0644 0.9356],0.0009401191441474823,0.001180147205486471
1,[0.0014 0.9986],0.0047369688446935905,0.007610741106393937
1,[0.0513 0.9487],0.005628760837813728,0.005058281012128657
1,[0.1921 0.8079],0.45934744417128,0.2949280126917643
1,[0.1086 0.8914],0.01023934152078215,0.01141164940559781
1,[0.0744 0.9256],0.002221803603971539,0.002125080389729817
1,[0.0071 0.9929],9.40614603926616e-05,0.00020041099260282422
1,[0.584 0.416],0.5472797089625959,0.21318502006389753
1,[0.0191 0.9809],0.0002798532448843959,0.0005891420616433167
1,[0.0374 0.9626],0.005721267259892846,0.006447390250861744
1,[0.0106 0.9894],0.00011817175763454975,0.0001596695916544316
1,[0.7159 0.2841],0.3573852510106212,0.31235397089185546
1,[0.0458 0.9542],0.45935932799412643,0.29552935389443025
1,[0.018 0.982],0.0014493940757105172,0.0020250051370545347
1,[0.0355 0.9645],0.002289680915596534,0.004562417257265498
1,[0.1404 0.8596],0.0038722923442125515,0.0025964169386919144
1,[0.0272 0.9728],0.00278513892999428,0.0037792525093244557
1,[4.7042e-04 9.9953e-01],0.00026607152047611175,0.00074806357159609
1,[0.021 0.979],0.00016946311429697923,0.0002927432546566183
1,[0.0385 0.9615],0.0015026954175667762,0.0024076921096613845
1,[0.1241 0.8759],0.08237382661933147,0.0974500726763554
1,[0.1698 0.8302],0.004452783927349886,0.004066627322038519
1,[0.0879 0.9121],0.004718549151486893,0.005351233787112604
1,[0.0031 0.9969],8.309603306916819e-06,1.5964695099335368e-05
1,[0.0363 0.9637],0.004803773912643676,0.006719148275581449
1,[0.026 0.974],0.001659420231150607,0.0019825343127847037
1,[0.0112 0.9888],0.0005549003067723745,0.0008653153219116204
1,[0.0179 0.9821],0.0001576427993111601,0.0002745944109365947
1,[0.027 0.973],0.0018702705704895922,0.003226033393267882
1,[0.3515 0.6485],0.279779273676785,0.1358697490339397
1,[0.0245 0.9755],0.00030839935781498137,0.00036571200221086677
1,[0.01 0.99],0.002674173847222652,0.00588714427055132
