target,softmax prob,classification error %,average overlap,overlap variance
0,[0.9938 0.0062],0.0,0.00108439090038249,0.0028099521293383834
0,[0.9801 0.0199],0.03,0.06713649334898705,0.14623021069078926
0,[0.7624 0.2376],0.24,0.4840182097814577,0.29485639493579663
0,[0.9834 0.0166],0.0,0.000673032139238111,0.0012649900959755067
0,[0.8991 0.1009],0.024444444444444446,0.06441029060880601,0.056194809651310705
0,[0.7913 0.2087],0.06111111111111111,0.165481765470747,0.10539117149870947
0,[0.9659 0.0341],0.0,0.0026683094255556764,0.002080501494597224
0,[0.9229 0.0771],0.0022222222222222222,0.012218863732158027,0.008956689896031773
0,[0.9617 0.0383],0.0044444444444444444,0.013704094686013744,0.014796952086217351
0,[9.9901e-01 9.9162e-04],0.0,1.670854101336634e-06,1.6877903132305925e-06
0,[0.9542 0.0458],0.0,0.001437614734627084,0.0010624434863064462
0,[0.9688 0.0312],0.0,0.00023753740544371843,0.0002765068618098386
0,[0.9747 0.0253],0.0,0.006248244487198761,0.00985568793440049
0,[0.9845 0.0155],0.0,0.0004202120481697849,0.00035850533778014046
0,[0.9916 0.0084],0.0,0.00014204217965524082,0.00028487711787994046
0,[0.9902 0.0098],0.0,4.04418601019453e-05,6.727437208171481e-05
0,[0.8969 0.1031],0.0,0.0019296306038752817,0.0023661457221604053
0,[0.9901 0.0099],0.0,0.00036137159004082206,0.0007632705907558816
0,[0.9757 0.0243],0.0,0.000813989433521439,0.001027151609507884
0,[0.984 0.016],0.0,5.32521586490193e-05,8.747356974897751e-05
0,[0.9862 0.0138],0.0,0.00030618225145045,0.00038825214993555037
0,[0.9253 0.0747],0.0,0.005927739839924543,0.009927301221692024
0,[0.7794 0.2206],0.04555555555555556,0.14704562857798054,0.1130553500529538
0,[0.9914 0.0086],0.0,8.403536508338555e-06,5.28304419240128e-06
0,[0.9914 0.0086],0.0,1.4943310665030789e-05,2.2373706765141818e-05
0,[0.7716 0.2284],0.04555555555555556,0.15326846167635724,0.15143344920262292
0,[0.0666 0.9334],0.9977777777777778,0.007310675393256845,0.004194433965733878
0,[0.99 0.01],0.0,1.6839067351309174e-05,1.883450214973691e-05
0,[0.9974 0.0026],0.0,1.6357498914738573e-05,3.845458660238738e-05
0,[0.9968 0.0032],0.0,5.007711135239356e-06,3.643886933313229e-06
0,[0.7142 0.2858],0.12111111111111111,0.30342960218998205,0.13592139818011909
