target,softmax prob,classification error %,average overlap,overlap variance
0,[0.9956 0.0044],0.0011111111111111111,0.001331024563435228,0.0035824687409137896
0,[0.9798 0.0202],0.0022222222222222222,0.006053688213347503,0.005733904708385868
0,[0.721 0.279],0.5133333333333333,0.5585102724447599,0.21585303510251833
0,[0.9942 0.0058],0.0,0.00025033144452696684,0.0004425723904216584
0,[0.7895 0.2105],0.03888888888888889,0.12090642939499181,0.10811539688734786
0,[0.869 0.131],0.03888888888888889,0.11013657676462346,0.030289545001097713
0,[0.9694 0.0306],0.0,0.0003978924624588548,0.0006247163871015953
0,[0.9191 0.0809],0.0033333333333333335,0.025968212210937727,0.022451650934052828
0,[0.9739 0.0261],0.023333333333333334,0.06150865927884497,0.05527680181117481
0,[0.999 0.001],0.0,1.811802760385004e-05,4.021931730953414e-05
0,[0.9171 0.0829],0.0,0.002995599834988651,0.0022787406660117536
0,[0.9763 0.0237],0.0,0.001647620326601261,0.0024572075287865583
0,[0.985 0.015],0.0,0.001838451813506523,0.0021537015209627383
0,[0.9717 0.0283],0.006666666666666667,0.013954474764886225,0.014025411155017764
0,[0.9879 0.0121],0.0,0.0003039385815039636,0.00035652506577223846
0,[9.9979e-01 2.1246e-04],0.0,1.98079922321005e-05,3.309617985535112e-05
0,[0.9256 0.0744],0.0011111111111111111,0.00993548197993051,0.011414289877652974
0,[0.9972 0.0028],0.0,0.00038707294166735214,0.000763027896780526
0,[0.9635 0.0365],0.0,0.00098881408872657,0.0014122502551039895
0,[0.9967 0.0033],0.0,0.00034635330749627105,0.0004894212392855981
0,[0.9888 0.0112],0.0,0.0011038525005655463,0.001656998033179378
0,[0.9445 0.0555],0.0011111111111111111,0.0043910396410989615,0.006297452622121337
0,[0.7514 0.2486],0.3933333333333333,0.5778862469828112,0.2151127296048977
0,[0.9894 0.0106],0.0,0.00017315707945752263,0.0002795966938258585
0,[0.9895 0.0105],0.0,0.0003013138486326527,0.0005302686494196029
0,[0.8787 0.1213],0.0044444444444444444,0.032813265227543784,0.0370646429164045
0,[0.015 0.985],0.9955555555555555,0.013118812772865893,0.011484060499616481
0,[0.9867 0.0133],0.0,0.00025509685572493846,0.0002566685436400432
0,[0.9958 0.0042],0.0,0.00011207290713447553,0.00011628659884444343
0,[0.9971 0.0029],0.0,5.991734881852549e-05,0.0001528826135664721
0,[0.8157 0.1843],0.03,0.10004030977224354,0.059313977353849114
0,[0.7325 0.2675],0.1288888888888889,0.3467122567478005,0.20386227057830525
0,[0.9793 0.0207],0.0,0.00041749666586515176,0.0004303805313311594
0,[0.8269 0.1731],0.0033333333333333335,0.03047834692007212,0.01864086430666351
0,[0.9901 0.0099],0.0,0.00015676894860130444,0.0002098062943295077
0,[0.971 0.029],0.0,0.0008417158605496765,0.00100159366973026
0,[0.9968 0.0032],0.0,9.994203623318339e-05,0.00013323972631079672
0,[0.8138 0.1862],0.10111111111111111,0.28399428307418917,0.17062099344403148
0,[0.9982 0.0018],0.0,0.00022557412195820428,0.0003203183862504415
0,[0.9942 0.0058],0.0011111111111111111,0.0016790916106266432,0.0038521632424223053
0,[0.9913 0.0087],0.0,0.0003849082481765015,0.0004997802972837698
0,[0.9949 0.0051],0.0,0.00013801945445846136,0.00019026262413429277
0,[0.9932 0.0068],0.0,0.0002939428621073488,0.0007415573739200926
