target,softmax prob,classification error %,predictive entropy
0,[0.9956 0.0044],0.0,0.034626172694355216
0,[0.9798 0.0202],0.0033333333333333335,0.06557335164048946
0,[0.721 0.279],0.5111111111111111,0.5052727314753951
0,[0.9942 0.0058],0.0,0.02644823103763564
0,[0.7895 0.2105],0.04777777777777778,0.2557104911283762
0,[0.869 0.131],0.04555555555555556,0.2553605709273644
0,[0.9694 0.0306],0.0,0.06533558562567163
0,[0.9191 0.0809],0.0077777777777777776,0.1770748529254585
0,[0.9739 0.0261],0.024444444444444446,0.16173119500150376
0,[0.999 0.001],0.0,0.009595137147058121
0,[0.9171 0.0829],0.0,0.10935966159787067
0,[0.9763 0.0237],0.0,0.06819546900349575
0,[0.985 0.015],0.0011111111111111111,0.055971936454867616
0,[0.9717 0.0283],0.0011111111111111111,0.0857120363553188
0,[0.9879 0.0121],0.0,0.036998092921561
0,[9.9979e-01 2.1246e-04],0.0,0.014782853402623688
0,[0.9256 0.0744],0.0011111111111111111,0.14062892374063715
0,[0.9972 0.0028],0.0,0.039240512899896
0,[0.9635 0.0365],0.0,0.08020488315179969
0,[0.9967 0.0033],0.0,0.027181175412721293
0,[0.9888 0.0112],0.0,0.042456419175608585
0,[0.9445 0.0555],0.0022222222222222222,0.11619699311665681
0,[0.7514 0.2486],0.37666666666666665,0.4733582119244227
0,[0.9894 0.0106],0.0,0.04232049913684857
0,[0.9895 0.0105],0.0,0.03638750076641963
0,[0.8787 0.1213],0.005555555555555556,0.2038991267164346
0,[0.015 0.985],0.9977777777777778,0.17213320017580766
0,[0.9867 0.0133],0.0,0.044815701365204866
0,[0.9958 0.0042],0.0,0.02426234229408502
0,[0.9971 0.0029],0.0,0.015474978770418623
0,[0.8157 0.1843],0.035555555555555556,0.270149036607587
0,[0.7325 0.2675],0.15333333333333332,0.4021524069703449
0,[0.9793 0.0207],0.0,0.049243744051427445
0,[0.8269 0.1731],0.006666666666666667,0.2440439620157721
0,[0.9901 0.0099],0.0,0.03296062014821894
0,[0.971 0.029],0.0,0.07795085703176037
0,[0.9968 0.0032],0.0,0.025456092684326213
0,[0.8138 0.1862],0.09555555555555556,0.37455895152230056
0,[0.9982 0.0018],0.0,0.03042673794679203
0,[0.9942 0.0058],0.0,0.036415391515377524
0,[0.9913 0.0087],0.0,0.031687381526532096
0,[0.9949 0.0051],0.0,0.030539647244312382
0,[0.9932 0.0068],0.0,0.03263616412845057
0,[0.9647 0.0353],0.0,0.12207025438820011
0,[0.9535 0.0465],0.0,0.07375139541190798
0,[0.9401 0.0599],0.0077777777777777776,0.1720289356937221
0,[0.6631 0.3369],0.04888888888888889,0.35435645049508546
0,[0.9967 0.0033],0.0,0.019918584542929822
0,[0.9457 0.0543],0.0,0.14010420467285473
1,[0.0037 0.9963],0.0,0.012112136160989592
1,[0.2697 0.7303],0.008888888888888889,0.07541561240527114
1,[0.0254 0.9746],0.0,0.04398501441262182
1,[0.0148 0.9852],0.0022222222222222222,0.03372504272287033
1,[0.006 0.994],0.0,0.02444202116857394
1,[6.9388e-04 9.9931e-01],0.0,0.00798901132486725
1,[0.0015 0.9985],0.0,0.008829178821079106
1,[0.0515 0.9485],0.0011111111111111111,0.09155756542441047
1,[0.0105 0.9895],0.0,0.025956347220023407
1,[0.023 0.977],0.0,0.04249452139446146
1,[0.0999 0.9001],0.0044444444444444444,0.08303109555125958
1,[0.8823 0.1177],0.7766666666666666,0.5283430862014102
1,[0.0439 0.9561],0.01888888888888889,0.11038537687653213
1,[0.0019 0.9981],0.0033333333333333335,0.110336738033085
1,[0.008 0.992],0.0011111111111111111,0.03775519279740611
1,[0.0065 0.9935],0.0,0.027092870383190002
1,[0.0094 0.9906],0.0011111111111111111,0.07444561950548922
1,[0.079 0.921],0.0022222222222222222,0.10802127111102493
1,[0.0113 0.9887],0.0,0.030823641658236353
1,[0.002 0.998],0.0033333333333333335,0.02155155578202881
