target,softmax prob,classification error %,average overlap,predictive entropy,average entropy,mutual information
0,[0.9954 0.0046],0,5.68E-06,0.083326164,0.070449377,0.012876787
0,[0.9774 0.0226],0,0.000698513,0.164970155,0.13429261,0.030677545
0,[0.3932 0.6068],0.748888889,0.540389504,0.426963355,0.392973306,0.033990049
0,[9.9941e-01 5.9088e-04],0,1.32E-06,0.045228304,0.036321156,0.008907148
0,[0.9494 0.0506],0.005555556,0.024218807,0.379911138,0.329402821,0.050508316
0,[0.8158 0.1842],0.028888889,0.080101599,0.428514983,0.359918326,0.068596656
0,[0.9853 0.0147],0,0.000292272,0.126656107,0.10671215,0.019943957
0,[0.9504 0.0496],0.005555556,0.019891046,0.340712336,0.292967308,0.047745028
0,[0.9287 0.0713],0.038888889,0.094349447,0.42435369,0.341865974,0.082487716
0,[9.9973e-01 2.6842e-04],0,8.89E-07,0.026813275,0.020430832,0.006382443
0,[0.9796 0.0204],0,8.34E-05,0.176397284,0.156922227,0.019475057
0,[0.98 0.02],0,3.05E-05,0.163720626,0.146473485,0.01724714
0,[0.9922 0.0078],0,0.000134907,0.124233474,0.105988737,0.018244737
0,[0.9906 0.0094],0,0.000109542,0.161611183,0.138448087,0.023163096
0,[0.9889 0.0111],0,5.67E-05,0.107549437,0.090805034,0.016744403
0,[9.9980e-01 1.9876e-04],0,4.59E-05,0.054893944,0.041609638,0.013284305
0,[0.8908 0.1092],0,0.017789835,0.396914245,0.360417076,0.036497169
0,[0.9975 0.0025],0,6.02E-05,0.132055696,0.11250832,0.019547376
0,[0.9852 0.0148],0,9.27E-05,0.132937086,0.116650253,0.016286832
0,[0.9946 0.0054],0,4.70E-06,0.066121761,0.054195409,0.011926352
0,[0.9974 0.0026],0,2.55E-05,0.100505113,0.082208771,0.018296342
0,[0.8666 0.1334],0.04,0.106817931,0.439657825,0.358330303,0.081327521
0,[0.8291 0.1709],0.117777778,0.172992537,0.504946093,0.428000024,0.07694607
0,[0.9946 0.0054],0,0.000434534,0.09957128,0.081394708,0.018176572
0,[0.9947 0.0053],0,6.11E-05,0.103580131,0.087736256,0.015843875
0,[0.9767 0.0233],0.001111111,0.005629502,0.273222754,0.234977101,0.038245652
0,[0.0143 0.9857],1,0.001105362,0.038538542,0.036837329,0.001701212
0,[0.9688 0.0312],0,0.000821973,0.208632154,0.186185666,0.022446488
0,[0.9986 0.0014],0,2.54E-06,0.04180618,0.032382337,0.009423843
0,[0.9985 0.0015],0,3.85E-06,0.049937678,0.040813418,0.00912426
0,[0.8526 0.1474],0.028888889,0.103868423,0.487796112,0.445239435,0.042556677
0,[0.7989 0.2011],0.117777778,0.281488356,0.516990683,0.449010929,0.067979754
0,[0.9917 0.0083],0,3.13E-05,0.113550707,0.094646901,0.018903806
0,[0.8486 0.1514],0.002222222,0.015262239,0.393389934,0.359721793,0.033668141
0,[0.9902 0.0098],0,6.69E-06,0.11752285,0.104029242,0.013493608
0,[0.9592 0.0408],0,0.000205086,0.234607317,0.213739093,0.020868224
0,[9.9949e-01 5.1107e-04],0,1.54E-05,0.052787027,0.03740182,0.015385208
0,[0.8529 0.1471],0.044444444,0.13381129,0.488809262,0.43541871,0.053390552
0,[0.9982 0.0018],0,4.73E-06,0.081191456,0.069665432,0.011526025
0,[0.962 0.038],0.001111111,0.004899565,0.226841827,0.186418144,0.040423684
0,[0.9877 0.0123],0,1.37E-05,0.121583135,0.106736496,0.014846639
0,[9.9926e-01 7.4502e-04],0,0.000169713,0.095447104,0.07696817,0.018478934
0,[0.9962 0.0038],0,1.74E-06,0.060519636,0.051385471,0.009134165
0,[0.9861 0.0139],0,0.00017125,0.143274705,0.124755387,0.018519318
0,[0.9958 0.0042],0,2.56E-05,0.087175926,0.072258575,0.014917351
